"","URN","Provider type","Ofsted Region","Government Office Region","Local authority","Sector","Places","Date","leave_join"
"1","SC464759","Children's home","East Midlands","East Midlands","Derbyshire","Private",4,2014-04-11,"Join"
"2","SC465634","Children's home","North West","North West","Cumberland","Private",2,2014-05-13,"Join"
"3","SC471153","Children's home","East of England","East of England","Essex","Private",2,2014-04-24,"Join"
"4","SC471672","Children's home","West Midlands","West Midlands","Birmingham","Private",4,2014-05-21,"Join"
"5","SC472114","Children's home","North West","North West","Sefton","Private",2,2014-04-29,"Join"
"6","SC473475","Children's home","North West","North West","Sefton","Private",5,2014-07-18,"Join"
"7","SC474041","Children's home","West Midlands","West Midlands","Shropshire","Private",2,2014-04-30,"Join"
"8","SC474050","Children's home","West Midlands","West Midlands","Shropshire","Private",1,2014-05-21,"Join"
"9","SC474179","Children's home","West Midlands","West Midlands","Staffordshire","Private",4,2014-04-29,"Join"
"10","SC474338","Children's home","West Midlands","West Midlands","Shropshire","Private",3,2014-08-19,"Join"
"11","SC474585","Children's home","London","London","Richmond upon Thames","Local Authority",2,2014-04-04,"Join"
"12","SC474724","Children's home","West Midlands","West Midlands","Wolverhampton","Private",4,2014-07-30,"Join"
"13","SC474863","Children's home","South East","South East","Oxfordshire","Private",5,2014-05-14,"Join"
"14","SC474894","Children's home","North East, Yorkshire and the Humber","North East","Northumberland","Private",3,2014-05-13,"Join"
"15","SC475088","Children's home","East of England","East of England","Essex","Private",4,2014-09-03,"Join"
"16","SC475121","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Barnsley","Private",5,2014-04-10,"Join"
"17","SC475223","Residential special school (registered as a children's home)","South East","South East","Kent","Private",54,2014-04-11,"Join"
"18","SC475335","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",4,2014-06-13,"Join"
"19","SC475347","Children's home","West Midlands","West Midlands","Staffordshire","Private",2,2014-04-14,"Join"
"20","SC475578","Children's home","West Midlands","West Midlands","Telford and Wrekin","Private",3,2014-05-15,"Join"
"21","SC475680","Children's home","North West","North West","Lancashire","Private",8,2014-05-08,"Join"
"22","SC475697","Children's home","North West","North West","Lancashire","Private",7,2014-05-08,"Join"
"23","SC475703","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",8,2014-05-08,"Join"
"24","SC475706","Children's home","North East, Yorkshire and the Humber","North East","Durham","Private",7,2014-05-28,"Join"
"25","SC475710","Children's home","North East, Yorkshire and the Humber","North East","Durham","Private",8,2014-06-03,"Join"
"26","SC475715","Children's home","North West","North West","Lancashire","Private",7,2014-05-08,"Join"
"27","SC475723","Children's home","North West","North West","Lancashire","Private",9,2014-12-18,"Join"
"28","SC475742","Children's home","North West","North West","Lancashire","Private",9,2014-06-30,"Join"
"29","SC475748","Children's home","North West","North West","Lancashire","Private",7,2014-06-30,"Join"
"30","SC476069","Children's home","London","London","Croydon","Private",5,2014-07-23,"Join"
"31","SC476083","Children's home","North West","North West","Westmorland and Furness","Private",3,2015-03-12,"Join"
"32","SC476185","Residential special school (registered as a children's home)","East Midlands","East Midlands","Lincolnshire","Private",14,2014-06-27,"Join"
"33","SC476220","Children's home","North West","North West","Sefton","Local Authority",4,2014-04-10,"Join"
"34","SC476236","Children's home","West Midlands","West Midlands","Shropshire","Private",4,2014-04-24,"Join"
"35","SC476249","Children's home","West Midlands","West Midlands","Warwickshire","Private",5,2014-06-30,"Join"
"36","SC476259","Children's home","West Midlands","West Midlands","Shropshire","Private",4,2014-06-20,"Join"
"37","SC476261","Children's home","West Midlands","West Midlands","Shropshire","Private",2,2014-08-01,"Join"
"38","SC476286","Children's home","East Midlands","East Midlands","Leicestershire","Private",5,2014-05-09,"Join"
"39","SC476289","Children's home","East Midlands","East Midlands","Derbyshire","Private",5,2015-01-15,"Join"
"40","SC476303","Children's home","North East, Yorkshire and the Humber","North East","Gateshead","Private",3,2014-05-08,"Join"
"41","SC476332","Children's home","East Midlands","East Midlands","Derbyshire","Private",6,2014-04-28,"Join"
"42","SC476401","Children's home","West Midlands","West Midlands","Worcestershire","Private",5,2014-04-25,"Join"
"43","SC476486","Children's home","West Midlands","West Midlands","Herefordshire","Private",7,2014-05-12,"Join"
"44","SC476512","Children's home","North East, Yorkshire and the Humber","North East","Redcar and Cleveland","Private",5,2014-06-03,"Join"
"45","SC476570","Children's home","East of England","East of England","Cambridgeshire","Private",5,2014-05-06,"Join"
"46","SC476602","Children's home","North East, Yorkshire and the Humber","North East","Durham","Private",3,2015-03-05,"Join"
"47","SC476603","Children's home","East of England","East of England","Bedford","Private",3,2014-05-07,"Join"
"48","SC476748","Children's home","South East","South East","West Sussex","Private",4,2014-05-02,"Join"
"49","SC476795","Children's home","South West","South West","Bristol","Private",5,2014-06-06,"Join"
"50","SC476868","Children's home","North West","North West","Lancashire","Private",4,2014-05-28,"Join"
"51","SC476944","Children's home","South West","South West","Somerset","Private",2,2014-04-07,"Join"
"52","SC476990","Children's home","East Midlands","East Midlands","Derbyshire","Private",7,2014-06-20,"Join"
"53","SC477031","Children's home","North East, Yorkshire and the Humber","North East","Stockton-on-Tees","Private",5,2014-06-24,"Join"
"54","SC477040","Children's home","South West","South West","Somerset","Private",3,2014-06-25,"Join"
"55","SC477121","Children's home","West Midlands","West Midlands","Worcestershire","Private",3,2014-04-29,"Join"
"56","SC477179","Children's home","West Midlands","West Midlands","Sandwell","Private",2,2014-04-30,"Join"
"57","SC477191","Children's home","East of England","East of England","Central Bedfordshire","Private",4,2014-07-23,"Join"
"58","SC477205","Children's home","London","London","Kensington and Chelsea","Local Authority",7,2014-05-21,"Join"
"59","SC477209","Children's home","West Midlands","West Midlands","Staffordshire","Private",3,2014-05-12,"Join"
"60","SC477428","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North East Lincolnshire","Local Authority",3,2014-09-10,"Join"
"61","SC477495","Children's home","South West","South West","Devon","Private",1,2014-05-01,"Join"
"62","SC477724","Children's home","North West","North West","Wigan","Private",3,2014-07-17,"Join"
"63","SC477726","Children's home","North West","North West","Wigan","Private",2,2014-07-18,"Join"
"64","SC477796","Children's home","West Midlands","West Midlands","Birmingham","Private",7,2014-11-24,"Join"
"65","SC477839","Children's home","London","London","Barnet","Private",3,2014-07-18,"Join"
"66","SC477853","Children's home","North West","North West","St Helens","Private",2,2014-06-06,"Join"
"67","SC477900","Children's home","East of England","East of England","Essex","Private",4,2014-06-06,"Join"
"68","SC477939","Children's home","North West","North West","Rochdale","Private",3,2014-06-03,"Join"
"69","SC478001","Children's home","West Midlands","West Midlands","Staffordshire","Private",4,2014-07-11,"Join"
"70","SC478134","Children's home","West Midlands","West Midlands","Worcestershire","Private",4,2014-06-24,"Join"
"71","SC478152","Children's home","South West","South West","Somerset","Private",4,2015-03-05,"Join"
"72","SC478315","Children's home","South East","South East","Hampshire","Private",4,2014-06-09,"Join"
"73","SC478468","Children's home","North West","North West","Lancashire","Private",5,2014-08-21,"Join"
"74","SC478616","Children's home","South East","South East","Kent","Private",4,2014-10-14,"Join"
"75","SC478707","Children's home","East of England","East of England","Central Bedfordshire","Private",4,2014-07-25,"Join"
"76","SC478729","Children's home","West Midlands","West Midlands","Staffordshire","Private",4,2014-08-15,"Join"
"77","SC478852","Children's home","West Midlands","West Midlands","Staffordshire","Private",3,2014-06-25,"Join"
"78","SC478986","Children's home","East Midlands","East Midlands","Derby","Private",5,2014-05-22,"Join"
"79","SC478991","Children's home","West Midlands","West Midlands","Staffordshire","Private",4,2014-06-02,"Join"
"80","SC479070","Residential special school (registered as a children's home)","South East","South East","Oxfordshire","Private",45,2014-08-21,"Join"
"81","SC479081","Children's home","North West","North West","Lancashire","Private",2,2014-08-05,"Join"
"82","SC479102","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Lincolnshire","Private",4,2014-09-16,"Join"
"83","SC479244","Children's home","West Midlands","West Midlands","Worcestershire","Local Authority",3,2014-07-23,"Join"
"84","SC479281","Children's home","North East, Yorkshire and the Humber","North East","Northumberland","Private",2,2014-09-03,"Join"
"85","SC479504","Children's home","West Midlands","West Midlands","Worcestershire","Private",2,2014-12-11,"Join"
"86","SC479596","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North East Lincolnshire","Private",7,2014-07-22,"Join"
"87","SC479632","Children's home","North West","North West","Cumberland","Private",5,2014-08-06,"Join"
"88","SC479647","Children's home","North West","North West","Wigan","Private",6,2014-10-08,"Join"
"89","SC479649","Children's home","North West","North West","Lancashire","Private",6,2014-11-30,"Join"
"90","SC479650","Children's home","North West","North West","Rochdale","Private",6,2014-10-08,"Join"
"91","SC479654","Children's home","North West","North West","Rochdale","Private",6,2014-09-05,"Join"
"92","SC479664","Children's home","South East","South East","West Sussex","Private",3,2014-08-01,"Join"
"93","SC479776","Children's home","North West","North West","Tameside","Private",4,2014-11-20,"Join"
"94","SC480005","Children's home","East of England","East of England","Norfolk","Private",4,2014-11-19,"Join"
"95","SC480056","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",6,2014-11-30,"Join"
"96","SC480075","Children's home","North West","North West","Wirral","Private",3,2014-12-17,"Join"
"97","SC480086","Children's home","East of England","East of England","Essex","Private",6,2014-09-03,"Join"
"98","SC480161","Children's home","North West","North West","Tameside","Private",6,2014-09-10,"Join"
"99","SC480219","Children's home","North West","North West","Lancashire","Private",6,2014-11-30,"Join"
"100","SC480236","Children's home","North West","North West","Lancashire","Private",6,2014-10-30,"Join"
"101","SC480240","Children's home","North West","North West","Lancashire","Private",7,2014-10-23,"Join"
"102","SC480318","Children's home","West Midlands","West Midlands","Shropshire","Private",4,2014-08-26,"Join"
"103","SC480422","Children's home","North West","North West","Westmorland and Furness","Private",8,2014-07-28,"Join"
"104","SC480429","Children's home","North West","North West","Lancashire","Private",1,2014-08-08,"Join"
"105","SC480502","Children's home","South East","South East","Hampshire","Private",4,2014-09-22,"Join"
"106","SC480586","Children's home","North West","North West","Lancashire","Private",4,2015-01-27,"Join"
"107","SC480592","Children's home","North West","North West","Blackpool","Private",4,2014-09-11,"Join"
"108","SC480594","Children's home","West Midlands","West Midlands","Staffordshire","Private",4,2014-09-29,"Join"
"109","SC480616","Children's home","South East","South East","Buckinghamshire","Private",5,2015-01-12,"Join"
"110","SC480655","Children's home","East Midlands","East Midlands","Leicestershire","Private",4,2014-10-01,"Join"
"111","SC480671","Children's home","North West","North West","Lancashire","Private",8,2014-10-23,"Join"
"112","SC480678","Children's home","North West","North West","Blackpool","Private",5,2014-11-30,"Join"
"113","SC480680","Children's home","East Midlands","East Midlands","Derby","Private",4,2014-08-29,"Join"
"114","SC480681","Children's home","North West","North West","Lancashire","Private",6,2015-01-27,"Join"
"115","SC480704","Children's home","North West","North West","Blackpool","Private",5,2014-11-30,"Join"
"116","SC480705","Children's home","South East","South East","Hampshire","Private",3,2014-09-01,"Join"
"117","SC480784","Children's home","East Midlands","East Midlands","Leicestershire","Private",4,2014-09-08,"Join"
"118","SC480840","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Private",8,2014-10-21,"Join"
"119","SC480847","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Private",4,2014-12-01,"Join"
"120","SC480850","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","York","Private",6,2014-11-11,"Join"
"121","SC480854","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kirklees","Private",6,2014-10-15,"Join"
"122","SC481015","Children's home","East of England","East of England","Cambridgeshire","Private",6,2014-10-08,"Join"
"123","SC481040","Children's home","South East","South East","Bracknell Forest","Private",4,2015-02-24,"Join"
"124","SC481090","Children's home","North West","North West","Lancashire","Private",2,2014-09-23,"Join"
"125","SC481152","Children's home","North West","North West","Cheshire East","Private",6,2014-09-08,"Join"
"126","SC481172","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Lincolnshire","Private",4,2014-12-19,"Join"
"127","SC481209","Children's home","West Midlands","West Midlands","Herefordshire","Private",7,2014-11-12,"Join"
"128","SC481221","Children's home","East of England","East of England","Suffolk","Private",5,2014-10-29,"Join"
"129","SC481240","Children's home","London","London","Enfield","Private",5,2014-12-15,"Join"
"130","SC481293","Children's home","London","London","Waltham Forest","Private",8,2014-12-11,"Join"
"131","SC481294","Children's home","West Midlands","West Midlands","Staffordshire","Private",3,2014-10-01,"Join"
"132","SC481295","Children's home","North West","North West","Cheshire West and Chester","Private",5,2014-09-23,"Join"
"133","SC481305","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",2,2015-02-16,"Join"
"134","SC481312","Children's home","West Midlands","West Midlands","Worcestershire","Private",2,2014-09-04,"Join"
"135","SC481369","Children's home","London","London","Merton","Private",8,2015-01-06,"Join"
"136","SC481439","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Voluntary",6,2014-09-25,"Join"
"137","SC481443","Children's home","East Midlands","East Midlands","Derby","Private",5,2014-10-24,"Join"
"138","SC481444","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Voluntary",4,2014-09-25,"Join"
"139","SC481447","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Voluntary",5,2014-09-25,"Join"
"140","SC481464","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Voluntary",5,2014-09-26,"Join"
"141","SC481631","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",4,2015-02-16,"Join"
"142","SC481672","Children's home","East Midlands","East Midlands","Leicester","Private",5,2014-12-05,"Join"
"143","SC481844","Children's home","East Midlands","East Midlands","West Northamptonshire","Private",5,2014-10-01,"Join"
"144","SC481898","Children's home","South East","South East","Kent","Private",7,2015-03-07,"Join"
"145","SC482141","Children's home","West Midlands","West Midlands","Birmingham","Private",4,2014-11-17,"Join"
"146","SC482223","Children's home","East Midlands","East Midlands","Leicestershire","Private",3,2015-03-20,"Join"
"147","SC482275","Children's home","South West","South West","Cornwall","Private",4,2014-11-14,"Join"
"148","SC482293","Children's home","South East","South East","Hampshire","Private",7,2014-09-22,"Join"
"149","SC482294","Residential special school (registered as a children's home)","South East","South East","Hampshire","Private",42,2014-11-21,"Join"
"150","SC482295","Children's home","South East","South East","Oxfordshire","Private",7,2014-09-22,"Join"
"151","SC482296","Children's home","South East","South East","Oxfordshire","Private",8,2014-09-22,"Join"
"152","SC482298","Residential special school (registered as a children's home)","West Midlands","West Midlands","Staffordshire","Private",21,2014-10-12,"Join"
"153","SC482299","Children's home","South East","South East","Hampshire","Private",10,2014-09-22,"Join"
"154","SC482300","Residential special school (registered as a children's home)","South East","South East","West Sussex","Private",6,2014-09-22,"Join"
"155","SC482301","Children's home","South East","South East","Hampshire","Private",6,2014-09-22,"Join"
"156","SC482302","Children's home","London","London","Croydon","Private",6,2014-09-22,"Join"
"157","SC482303","Children's home","South East","South East","Oxfordshire","Private",8,2014-10-22,"Join"
"158","SC482314","Children's home","South West","South West","Devon","Private",1,2015-02-13,"Join"
"159","SC482340","Children's home","North West","North West","Knowsley","Private",1,2014-12-03,"Join"
"160","SC482344","Children's home","South East","South East","Oxfordshire","Private",8,2014-10-22,"Join"
"161","SC482380","Children's home","East of England","East of England","Cambridgeshire","Private",4,2015-03-31,"Join"
"162","SC482410","Children's home","North West","North West","Wigan","Private",3,2014-11-12,"Join"
"163","SC482411","Children's home","East Midlands","East Midlands","Lincolnshire","Private",6,2014-12-05,"Join"
"164","SC482413","Children's home","East of England","East of England","Cambridgeshire","Private",16,2015-02-18,"Join"
"165","SC482414","Residential special school (registered as a children's home)","East of England","East of England","Hertfordshire","Voluntary",58,2015-02-03,"Join"
"166","SC482419","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Barnsley","Private",3,2015-01-11,"Join"
"167","SC482517","Children's home","West Midlands","West Midlands","Warwickshire","Private",4,2015-01-29,"Join"
"168","SC482543","Children's home","West Midlands","West Midlands","Coventry","Private",6,2015-01-27,"Join"
"169","SC482548","Children's home","South East","South East","Brighton and Hove","Private",5,2015-03-27,"Join"
"170","SC482559","Children's home","East Midlands","East Midlands","Leicestershire","Private",5,2014-11-12,"Join"
"171","SC482569","Children's home","South West","South West","North Somerset","Private",4,2015-01-20,"Join"
"172","SC482668","Children's home","West Midlands","West Midlands","Coventry","Private",4,2015-02-25,"Join"
"173","SC482683","Children's home","West Midlands","West Midlands","Coventry","Private",4,2015-02-25,"Join"
"174","SC482790","Children's home","South West","South West","Somerset","Private",4,2014-11-28,"Join"
"175","SC482872","Children's home","South West","South West","Wiltshire","Private",3,2014-12-11,"Join"
"176","SC482972","Children's home","South West","South West","Torbay","Private",3,2015-02-17,"Join"
"177","SC483070","Children's home","North West","North West","Sefton","Private",4,2015-02-05,"Join"
"178","SC483220","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Private",5,2015-01-26,"Join"
"179","SC483533","Children's home","North West","North West","Bolton","Voluntary",3,2015-01-27,"Join"
"180","SC483662","Children's home","West Midlands","West Midlands","Dudley","Private",6,2015-02-06,"Join"
"181","SC483688","Children's home","North West","North West","Lancashire","Private",7,2014-12-03,"Join"
"182","SC483692","Children's home","North West","North West","Lancashire","Private",4,2014-12-03,"Join"
"183","SC483710","Children's home","East Midlands","East Midlands","Derbyshire","Private",3,2015-02-18,"Join"
"184","SC483714","Children's home","East of England","East of England","Central Bedfordshire","Private",6,2015-01-23,"Join"
"185","SC483779","Children's home","London","London","Lewisham","Private",4,2015-03-11,"Join"
"186","SC483781","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Voluntary",6,2015-03-24,"Join"
"187","SC483828","Children's home","North West","North West","Stockport","Private",5,2014-12-04,"Join"
"188","SC483958","Children's home","West Midlands","West Midlands","Dudley","Private",3,2014-11-11,"Join"
"189","SC484114","Children's home","East of England","East of England","Bedford","Private",3,2015-03-31,"Join"
"190","SC484133","Children's home","South East","South East","West Sussex","Private",6,2015-01-25,"Join"
"191","SC484134","Residential special school (registered as a children's home)","North West","North West","Cheshire East","Private",4,2015-02-12,"Join"
"192","SC484242","Children's home","North East, Yorkshire and the Humber","North East","Stockton-on-Tees","Private",5,2015-02-11,"Join"
"193","SC484247","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Private",6,2015-02-01,"Join"
"194","SC484357","Children's home","North West","North West","Lancashire","Private",4,2015-03-26,"Join"
"195","SC484402","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",3,2015-01-19,"Join"
"196","SC484671","Children's home","East of England","East of England","Bedford","Private",4,2015-03-04,"Join"
"197","SC484716","Children's home","West Midlands","West Midlands","Birmingham","Private",6,2015-03-16,"Join"
"198","SC484776","Children's home","West Midlands","West Midlands","Worcestershire","Private",2,2015-01-27,"Join"
"199","SC484789","Children's home","North West","North West","Bolton","Voluntary",3,2015-01-27,"Join"
"200","SC484790","Children's home","South West","South West","Devon","Private",4,2015-01-05,"Join"
"201","SC484830","Children's home","West Midlands","West Midlands","Staffordshire","Private",2,2015-02-22,"Join"
"202","SC484912","Children's home","London","London","Hillingdon","Private",10,2015-02-11,"Join"
"203","SC484917","Children's home","East of England","East of England","Peterborough","Private",5,2015-02-24,"Join"
"204","SC485318","Children's home","North West","North West","Lancashire","Private",2,2015-01-27,"Join"
"205","SC485321","Children's home","East Midlands","East Midlands","Derbyshire","Private",5,2015-03-09,"Join"
"206","SC485322","Children's home","West Midlands","West Midlands","Worcestershire","Local Authority",3,2015-02-09,"Join"
"207","SC485332","Children's home","North West","North West","Wigan","Private",2,2015-03-16,"Join"
"208","SC485423","Children's home","South East","South East","Hampshire","Private",5,2015-03-27,"Join"
"209","SC485427","Children's home","South West","South West","Somerset","Private",2,2015-02-18,"Join"
"210","SC485529","Children's home","South East","South East","Hampshire","Private",3,2015-01-20,"Join"
"211","SC485540","Children's home","North East, Yorkshire and the Humber","North East","Darlington","Private",7,2015-02-11,"Join"
"212","SC485604","Children's home","London","London","Hillingdon","Voluntary",12,2015-02-05,"Join"
"213","SC485607","Children's home","West Midlands","West Midlands","Warwickshire","Voluntary",30,2015-02-22,"Join"
"214","SC485654","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Private",4,2015-03-24,"Join"
"215","SC485659","Children's home","London","London","Ealing","Voluntary",17,2015-02-25,"Join"
"216","SC485826","Children's home","East of England","East of England","Suffolk","Private",3,2015-02-09,"Join"
"217","SC485907","Children's home","East of England","East of England","Norfolk","Private",1,2015-03-20,"Join"
"218","SC486165","Children's home","North West","North West","Wirral","Private",4,2015-03-05,"Join"
"219","SC486167","Children's home","South West","South West","Plymouth","Private",1,2015-02-18,"Join"
"220","SC486528","Children's home","West Midlands","West Midlands","Birmingham","Private",6,2015-02-13,"Join"
"221","SC486604","Children's home","North East, Yorkshire and the Humber","North East","Northumberland","Local Authority",4,2015-01-23,"Join"
"222","SC486606","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Local Authority",1,2015-01-25,"Join"
"223","SC487165","Children's home","South East","South East","Hampshire","Private",2,2015-03-30,"Join"
"224","SC488112","Children's home","North East, Yorkshire and the Humber","North East","Hartlepool","Private",4,2015-03-02,"Join"
"225","SC488439","Children's home","West Midlands","West Midlands","Shropshire","Private",3,2015-02-27,"Join"
"226","SC489005","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Voluntary",1,2015-03-20,"Join"
"227","SC480040","Children's home","East of England","East of England","Suffolk","Private",6,2014-10-24,"Join"
"228","SC477025","Children's home","East of England","East of England","Peterborough","Private",6,2014-07-16,"Join"
"229","SC476042","Children's home","West Midlands","West Midlands","Sandwell","Private",3,2014-05-21,"Join"
"230","SC481121","Children's home","North East, Yorkshire and The Humber","Yorkshire and The Humber","Calderdale","Private",6,2014-10-15,"Join"
"231","SC001041","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Private",6,2014-11-04,"Leave"
"232","SC001883","Children's home","East Midlands","East Midlands","Leicestershire","Private",4,2014-06-23,"Leave"
"233","SC002923","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North East Lincolnshire","Private",7,2014-09-11,"Leave"
"234","SC004023","Children's home","South West","South West","Bournemouth, Christchurch & Poole","Private",3,2015-03-24,"Leave"
"235","SC005582","Children's home","North West","North West","Tameside","Private",6,2014-09-15,"Leave"
"236","SC006019","Children's home","North West","North West","Lancashire","Private",6,2014-12-12,"Leave"
"237","SC008492","Children's home","North West","North West","Stockport","Private",6,2014-12-11,"Leave"
"238","SC013059","Children's home","South East","South East","Oxfordshire","Private",8,2014-10-24,"Leave"
"239","SC014567","Residential special school (registered as a children's home)","South East","South East","West Sussex","Private",20,2014-09-29,"Leave"
"240","SC015257","Children's home","East of England","East of England","Peterborough","Private",3,2014-04-28,"Leave"
"241","SC020618","Children's home","West Midlands","West Midlands","Shropshire","Private",1,2014-07-04,"Leave"
"242","SC022881","Children's home","London","London","Newham","Private",7,2015-03-24,"Leave"
"243","SC023654","Children's home","South East","South East","Kent","Private",7,2015-03-09,"Leave"
"244","SC024987","Children's home","West Midlands","West Midlands","Dudley","Private",3,2014-09-15,"Leave"
"245","SC025008","Children's home","West Midlands","West Midlands","Dudley","Private",2,2014-09-01,"Leave"
"246","SC025696","Children's home","London","London","Islington","Voluntary",8,2014-04-09,"Leave"
"247","SC028280","Children's home","South West","South West","Cornwall","Voluntary",3,2014-12-12,"Leave"
"248","SC029301","Children's home","South West","South West","Devon","Private",2,2014-05-06,"Leave"
"249","SC030945","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",6,2014-12-12,"Leave"
"250","SC030951","Children's home","West Midlands","West Midlands","Warwickshire","Voluntary",30,2015-03-03,"Leave"
"251","SC031340","Children's home","London","London","Southwark","Private",2,2014-07-11,"Leave"
"252","SC031776","Children's home","London","London","Wandsworth","Local Authority",7,2014-07-05,"Leave"
"253","SC031931","Children's home","West Midlands","West Midlands","Staffordshire","Local Authority",5,2014-06-23,"Leave"
"254","SC032068","Children's home","West Midlands","West Midlands","Staffordshire","Private",14,2014-10-13,"Leave"
"255","SC032086","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Local Authority",5,2015-01-09,"Leave"
"256","SC032107","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Local Authority",6,2015-01-09,"Leave"
"257","SC032132","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Local Authority",5,2015-01-05,"Leave"
"258","SC033229","Children's home","London","London","Tower Hamlets","Local Authority",6,2015-02-25,"Leave"
"259","SC033438","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Leeds","Local Authority",12,2015-03-30,"Leave"
"260","SC033506","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Local Authority",4,2015-01-26,"Leave"
"261","SC033572","Children's home","North West","North West","Manchester","Local Authority",6,2014-08-27,"Leave"
"262","SC033596","Children's home","North West","North West","Manchester","Local Authority",9,2014-04-24,"Leave"
"263","SC033597","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Local Authority",6,2014-12-09,"Leave"
"264","SC033755","Children's home","East Midlands","East Midlands","Derbyshire","Local Authority",4,2014-11-17,"Leave"
"265","SC034181","Children's home","North West","North West","Cumberland","Local Authority",6,2014-12-29,"Leave"
"266","SC034951","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Local Authority",5,2014-08-01,"Leave"
"267","SC034984","Children's home","London","London","Kensington and Chelsea","Local Authority",8,2014-06-02,"Leave"
"268","SC035375","Children's home","North East, Yorkshire and the Humber","North East","Northumberland","Local Authority",8,2015-02-25,"Leave"
"269","SC035405","Children's home","East Midlands","East Midlands","Nottingham","Local Authority",6,2014-04-14,"Leave"
"270","SC036370","Children's home","South West","South West","Devon","Local Authority",7,2014-06-16,"Leave"
"271","SC036466","Secure children's home","North West","North West","St Helens","Local Authority",29,2014-06-02,"Leave"
"272","SC036657","Children's home","West Midlands","West Midlands","Wolverhampton","Local Authority",8,2014-09-26,"Leave"
"273","SC036688","Children's home","West Midlands","West Midlands","Wolverhampton","Local Authority",8,2014-04-30,"Leave"
"274","SC036767","Residential special school (registered as a children's home)","South West","South West","Devon","Voluntary",17,2014-05-06,"Leave"
"275","SC037350","Children's home","South East","South East","Portsmouth","Local Authority",6,2014-07-12,"Leave"
"276","SC038381","Children's home","South East","South East","Kent","Voluntary",9,2014-07-01,"Leave"
"277","SC038468","Children's home","South West","South West","Cornwall","Local Authority",6,2015-01-12,"Leave"
"278","SC040167","Children's home","West Midlands","West Midlands","Staffordshire","Private",6,2014-07-28,"Leave"
"279","SC040314","Children's home","South West","South West","Cornwall","Local Authority",6,2014-12-05,"Leave"
"280","SC040466","Children's home","North West","North West","Salford","Local Authority",4,2015-03-09,"Leave"
"281","SC042795","Children's home","North West","North West","Lancashire","Private",4,2015-02-02,"Leave"
"282","SC043696","Children's home","North West","North West","Knowsley","Local Authority",2,2014-06-30,"Leave"
"283","SC045321","Children's home","East of England","East of England","Essex","Local Authority",8,2014-08-08,"Leave"
"284","SC045381","Secure children's home","East of England","East of England","Essex","Local Authority",16,2014-08-08,"Leave"
"285","SC046353","Children's home","South East","South East","Oxfordshire","Private",8,2014-09-23,"Leave"
"286","SC050791","Children's home","West Midlands","West Midlands","Staffordshire","Private",2,2014-05-02,"Leave"
"287","SC051963","Children's home","North West","North West","Sefton","Private",3,2014-07-31,"Leave"
"288","SC051974","Children's home","North West","North West","Sefton","Private",4,2014-07-31,"Leave"
"289","SC054728","Children's home","North West","North West","Lancashire","Private",6,2015-03-30,"Leave"
