"","Local.authority","year","Places_Individual_owned","Places_Corporate_owned","Places_Unidentified_for_profit","Places_Local_Authority","Places_Third_sector","Places_Investment_owned","Places_LA_owned_company","Homes_Individual_owned","Homes_Corporate_owned","Homes_Unidentified_for_profit","Homes_Local_Authority","Homes_Third_sector","Homes_Investment_owned","Homes_LA_owned_company","out_of_area_per","out_of_area","net_gain","vacancy_rate_fte","child_rel_pov_n","under_19_population","rel_pov_per","Region.Country.name","median_house_price_detached","average_house_price_per_sq_m","X..of.white...aged.16.","Unemployment.rate...aged.16.64.","median_wage","claimant_count_rate","children_in_care","net_loss","occupancy_rate_fte","net_loss_same_year","All_homes","net_loss_lagged","net_loss_lead","LA_lagged","third_lagged","invest_lagged","all_lagged","ind_lagged","corp_lagged","residential_expenditure","Asylum_per","Asylum_no","all_change","third_change","la_change","invest_change","corp_change","ind_change"
"542","HAMMERSMITH AND FULHAM",2019,0,0,0,7,4,0,0,0,0,0,1,1,0,0,"c","c","-13",15,"4891",34637,14.120737939198,"London",NA,10904.3333333333,69,6.1,18.66,3.3,NA,13,85,0.33717730271538,2,0.366806486686466,0.277918934773207,1,1,0,2,0,0,"2912169","15","36",0,0,0,0,0,0
"543","HAMMERSMITH AND FULHAM",2020,0,0,0,7,4,0,0,0,0,0,1,1,0,0,"c","c","-11",8.9,"4422",34052,12.9860213790673,"London",185.5,10904.3333333333,70.3,3.5,20.12,7.3,NA,11,91.1,0.277918934773207,2,0.33717730271538,0.307548118744293,1,1,0,2,0,0,"3655437","20","51",0,0,0,0,0,0
"544","HAMMERSMITH AND FULHAM",2021,0,0,0,7,4,0,0,0,0,0,1,1,0,0,"c","c","-12",12.9,"4515",33439,13.5021980322378,"London",203.25,10904.3333333333,64.7,7.5,20.74,7.2,NA,12,87.1,0.307548118744293,2,0.277918934773207,0.307548118744293,1,1,0,2,0,0,"3712424","20","50",0,0,0,0,0,0
"545","HAMMERSMITH AND FULHAM",2022,0,0,0,7,4,0,0,0,0,0,1,1,0,0,"c","c","-12",12.2,"5108",33801,15.1119789355345,"London",275,10904.3333333333,67.2,5.2,21.33,4.6,NA,12,87.8,0.307548118744293,2,0.307548118744293,0.307548118744293,1,1,0,2,0,0,"4094895","17","37",0,0,0,0,0,0
"546","HAMMERSMITH AND FULHAM",2023,0,0,0,7,4,0,0,0,0,0,1,1,0,0,"c","c","-12",10.4,"5137",33455,15.3549544163802,"London",205,10904.3333333333,71.8,2,21.76,4.4,NA,12,89.6,0.307548118744293,2,0.307548118744293,0.307548118744293,1,1,0,2,0,0,"3549906","14","29",0,0,0,0,0,0
"547","HAMMERSMITH AND FULHAM",2024,0,0,0,7,4,0,0,0,0,0,1,1,0,0,"68","13","-12",4.9,NA,NA,NA,"London",260,10904.3333333333,76,2.1,22.07,4.5,19.1176470588235,12,95.1,0.307548118744293,2,0.307548118744293,NA,1,1,0,2,0,0,"4467162","15","31",0,0,0,0,0,0
"548","HAMPSHIRE",2014,27,18,67,78,8,72,0,8,4,1,11,2,11,0,"59","65","4",NA,"29402",296434,9.9185653467551,"South East",35.225,3536.12121212121,NA,NA,13.69,1,110.169491525424,-4,NA,-0.166518824793086,37,NA,-0.729473320243725,NA,NA,NA,NA,NA,NA,"20645402",NA,NA,NA,NA,NA,NA,NA,NA
"549","HAMPSHIRE",2015,36,23,46,78,8,72,0,11,5,1,11,2,11,0,"57","68","23",13,"30996",296168,10.4656816401502,"South East",38,3536.12121212121,95.7,3.4,13.86,0.7,119.298245614035,-23,87,-0.729473320243725,41,-0.166518824793086,-0.788731688185897,11,2,11,37,8,4,"23704900",NA,NA,4,0,0,0,1,3
"550","HAMPSHIRE",2016,40,23,46,65,8,90,0,13,5,1,9,2,13,0,"52","60","25",13,"29621",296386,9.99406179779072,"South East",40.5,3536.12121212121,96.2,3.8,14.03,0.7,115.384615384615,-25,87,-0.788731688185897,43,-0.729473320243725,-0.996135975983501,11,2,11,41,11,5,"25283746",NA,NA,2,0,-2,2,0,2
"551","HAMPSHIRE",2017,58,23,42,87,8,114,0,18,5,0,14,2,17,0,"51","68","32",15.4,"33530",296085,11.3244507489403,"South East",43.5,3536.12121212121,96.3,3.2,14.59,0.8,133.333333333333,-32,84.6,-0.996135975983501,56,-0.788731688185897,-1.55909047143414,9,2,13,43,13,5,"29822338",NA,NA,13,0,5,4,0,5
"552","HAMPSHIRE",2018,58,23,42,79,9,114,0,18,5,0,13,2,17,0,"54","82","51",11.9,"30785",294937,10.437822314596,"South East",46,3536.12121212121,95,2.7,15,0.9,151.851851851852,-51,88.1,-1.55909047143414,55,-0.996135975983501,-0.907248424070242,14,2,17,56,18,5,"35960043","7","113",-1,0,-1,0,0,0
"553","HAMPSHIRE",2019,59,29,42,57,5,114,0,19,6,0,10,1,17,0,"58","91","29",17.7,"37056",294553,12.5804184645887,"South East",46,3536.12121212121,95.2,2.8,15.33,1.3,156.896551724138,-29,82.3,-0.907248424070242,53,-1.55909047143414,-1.11465271186785,13,2,17,55,18,5,"41857101","8","136",-2,-1,-3,0,1,1
"554","HAMPSHIRE",2020,58,34,42,57,0,123,0,18,7,0,10,0,19,0,"58","90","36",10.1,"32896",294507,11.1698533481377,"South East",46,3536.12121212121,95.4,2.9,15.46,4,155.172413793103,-36,89.9,-1.11465271186785,54,-0.907248424070242,-0.907248424070242,10,1,17,53,19,6,"41398925","6","94",1,-1,0,2,1,-1
"555","HAMPSHIRE",2021,66,43,42,57,0,123,0,21,9,0,10,0,19,0,"65","111","29",12.2,"33288",296050,11.2440466137477,"South East",49.795,3536.12121212121,93.4,4.3,16.64,3.3,170.769230769231,-29,87.8,-0.907248424070242,59,-1.11465271186785,-1.23316944775219,10,0,19,54,18,7,"44845606","4","71",5,0,0,0,2,3
"556","HAMPSHIRE",2022,70,43,53,57,0,127,0,22,9,0,10,0,20,0,"59","104","40",13,"37490",298902,12.5425724819506,"South East",53.5,3536.12121212121,93.2,2.8,16.77,2.2,176.271186440678,-40,87,-1.23316944775219,61,-0.907248424070242,-0.788731688185897,10,0,19,59,21,9,"47960231","6","111",2,0,0,1,0,1
"557","HAMPSHIRE",2023,66,43,58,48,0,119,0,21,9,0,9,0,18,0,"59","109","25",11.2,"39901",301283,13.2436944666642,"South East",58,3536.12121212121,92.3,4,17.91,2.2,184.745762711864,-25,88.8,-0.788731688185897,57,-1.23316944775219,-0.522069032446121,10,0,20,61,22,9,"54712810","13","245",-4,0,-1,-2,0,-1
"558","HAMPSHIRE",2024,66,43,58,48,0,119,0,21,9,0,9,0,18,0,"61","119","16",8.2,NA,NA,NA,"South East",56,3536.12121212121,93.8,1.8,18.81,2.3,195.081967213115,-16,91.8,-0.522069032446121,57,-0.788731688185897,NA,9,0,18,57,21,9,"62881601","16","305",0,0,0,0,0,0
"559","HARINGEY",2014,0,9,15,6,0,0,0,0,2,2,1,0,0,0,"c","c","-11",NA,"9925",62236,15.9473616556334,"London",145,7382.66666666667,NA,NA,13.61,3.5,NA,11,NA,0.277918934773207,5,NA,0.366806486686466,NA,NA,NA,NA,NA,NA,"6158261",NA,NA,NA,NA,NA,NA,NA,NA
"560","HARINGEY",2015,5,9,15,6,0,0,0,1,2,2,1,0,0,0,"c","c","-14",29,"10468",62578,16.7279235514078,"London",179.5,7382.66666666667,61.5,7.2,14.33,2.6,NA,14,71,0.366806486686466,6,0.277918934773207,0.366806486686466,1,0,0,5,0,2,"3186200",NA,NA,1,0,0,0,0,1
"561","HARINGEY",2016,5,9,10,6,0,0,0,1,2,2,1,0,0,0,"c","c","-14",29,"10235",62412,16.3990899186054,"London",195.25,7382.66666666667,64.3,6.3,13.58,2.4,NA,14,71,0.366806486686466,6,0.366806486686466,0.692727510368415,1,0,0,6,1,2,"3553465",NA,NA,0,0,0,0,0,0
"562","HARINGEY",2017,5,9,10,6,0,0,0,1,2,2,1,0,0,0,"c","c","-25",28.3,"11609",61486,18.8807208144944,"London",164.5,7382.66666666667,65.7,3.9,14.8,2.4,NA,25,71.7,0.692727510368415,6,0.366806486686466,0.544581590512983,1,0,0,6,1,2,"4230781",NA,NA,0,0,0,0,0,0
"563","HARINGEY",2018,5,9,10,6,0,4,0,1,2,2,1,0,1,0,"c","c","-20",35.4,"10511",60809,17.2852702724926,"London",170,7382.66666666667,67.7,7,14.69,2.3,NA,20,64.6,0.544581590512983,7,0.692727510368415,0.751985878310587,1,0,0,6,1,2,"13007230","13","56",1,0,0,1,0,0
"564","HARINGEY",2019,5,6,10,6,0,4,0,1,1,2,1,0,1,0,"100","41","-27",28.1,"11477",60082,19.1022269564928,"London",187.75,7382.66666666667,68.8,5.5,15.02,3.1,41,27,71.9,0.751985878310587,6,0.544581590512983,0.722356694339501,1,0,1,7,1,2,"5708357","13","55",-1,0,0,0,-1,0
"565","HARINGEY",2020,10,0,10,0,0,4,0,2,0,2,0,0,1,0,"c","c","-26",31.8,"9876",58773,16.8036343218825,"London",162.25,7382.66666666667,69.4,2.9,15.57,9.8,NA,26,68.2,0.722356694339501,5,0.751985878310587,0.870502614194932,1,0,1,6,1,1,"7412512","12","47",-1,0,-1,0,-1,1
"566","HARINGEY",2021,13,0,10,0,0,4,0,3,0,2,0,0,1,0,"83","43","-31",21.9,"10429",57329,18.1914912173595,"London",242.25,7382.66666666667,73.3,6.4,16.78,10.1,51.8072289156626,31,78.1,0.870502614194932,6,0.722356694339501,0.603839958455156,0,0,1,5,2,0,"9353939","6","25",1,0,0,0,0,1
"567","HARINGEY",2022,13,0,10,6,0,4,0,3,0,2,0,0,1,0,"85","39","-22",26.3,"11252",56960,19.7542134831461,"London",198.5,7382.66666666667,59.6,3.2,16.54,6.9,45.8823529411765,22,73.7,0.603839958455156,6,0.870502614194932,0.33717730271538,0,0,1,6,3,0,"9353939","7","28",0,0,0,0,0,0
"568","HARINGEY",2023,13,0,16,6,0,4,0,3,0,2,0,0,1,0,"79","33","-13",24,"12189",56565,21.5486608326704,"London",222.75,7382.66666666667,61.2,3.1,18.29,6.8,41.7721518987342,13,76,0.33717730271538,6,0.603839958455156,-0.107260456850914,0,0,1,6,3,0,"20186080","9","32",0,0,0,0,0,0
"569","HARINGEY",2024,13,0,16,6,0,4,0,3,0,2,0,0,1,0,"c","c","2",20.8,NA,NA,NA,"London",185.5,7382.66666666667,56,4.2,18.12,7.1,NA,-2,79.2,-0.107260456850914,6,0.33717730271538,NA,0,0,1,6,3,0,"9671703","8","28",0,0,0,0,0,0
"570","HARROW",2014,0,0,8,5,0,0,0,0,0,2,1,0,0,0,"c","c","-8",NA,"6686",60514,11.0486829494001,"London",68.5,5874.33333333333,NA,NA,12.81,1.6,NA,8,NA,0.189031382859949,3,NA,0.277918934773207,NA,NA,NA,NA,NA,NA,"3632392",NA,NA,NA,NA,NA,NA,NA,NA
"571","HARROW",2015,0,0,8,5,0,0,0,0,0,2,1,0,0,0,"c","c","-11",27,"7331",61232,11.9724980402404,"London",76.8,5874.33333333333,42.7,4.6,13.03,1.2,NA,11,73,0.277918934773207,3,0.189031382859949,0.485323222570811,1,0,0,3,0,0,"3561870",NA,NA,0,0,0,0,0,0
"572","HARROW",2016,0,0,8,5,0,0,0,0,0,2,1,0,0,0,"c","c","-18",27,"7097",61532,11.5338360527855,"London",87.15,5874.33333333333,45.1,4.9,15.52,1.1,NA,18,73,0.485323222570811,3,0.277918934773207,0.514952406541897,1,0,0,3,0,0,"4053039",NA,NA,0,0,0,0,0,0
"573","HARROW",2017,0,0,8,5,0,0,0,0,0,2,1,0,0,0,"100","20","-19",15.5,"8189",61221,13.3761291060257,"London",90,5874.33333333333,49.4,6.4,14.34,1.1,20,19,84.5,0.514952406541897,3,0.485323222570811,0.248289750802121,1,0,0,3,0,0,"4872910",NA,NA,0,0,0,0,0,0
"574","HARROW",2018,0,0,3,5,0,0,0,0,0,1,1,0,0,0,"100","11","-10",15.6,"7898",61425,12.8579568579569,"London",88.5,5874.33333333333,48.6,3.2,15.28,1.1,11,10,84.4,0.248289750802121,2,0.514952406541897,0.307548118744293,1,0,0,3,0,0,"2874184","16","26",-1,0,0,0,0,0
"575","HARROW",2019,2,0,3,5,0,0,0,1,0,1,1,0,0,0,"100","13","-12",19.1,"9194",62008,14.8271190814089,"London",93,5874.33333333333,45.5,3.9,15.62,1.7,13,12,80.9,0.307548118744293,3,0.248289750802121,0.277918934773207,1,0,0,2,0,0,"2193560","22","37",1,0,0,0,0,1
"576","HARROW",2020,2,0,3,5,0,0,0,1,0,1,1,0,0,0,"100","12","-11",19.3,"9011",61950,14.545601291364,"London",87.125,5874.33333333333,45,3.4,13.44,6.3,12,11,80.7,0.277918934773207,3,0.307548118744293,0.485323222570811,1,0,0,3,1,0,"2063580","20","38",0,0,0,0,0,0
"577","HARROW",2021,6,0,3,5,0,0,0,2,0,1,1,0,0,0,"c","c","-18",15.1,"8593",61223,14.0355748656551,"London",90.75,5874.33333333333,42.3,9.5,15.9,5.7,NA,18,84.9,0.485323222570811,4,0.277918934773207,0.189031382859949,1,0,0,3,1,0,"2852198","10","18",1,0,0,0,0,1
"578","HARROW",2022,6,0,3,5,0,0,0,2,0,1,1,0,0,0,"c","c","-8",15.4,"9749",62199,15.6738854322417,"London",96.5,5874.33333333333,37.2,6.8,16.93,3.6,NA,8,84.6,0.189031382859949,4,0.485323222570811,0.277918934773207,1,0,0,4,2,0,"2491874","16","30",0,0,0,0,0,0
"579","HARROW",2023,6,0,6,5,0,0,0,2,0,1,1,0,0,0,"100","15","-11",16,"10930",62996,17.3503079560607,"London",105.5,5874.33333333333,35.7,6.9,17.24,3.6,15,11,84,0.277918934773207,4,0.189031382859949,0.159402198888862,1,0,0,4,2,0,"3089284","17","30",0,0,0,0,0,0
"580","HARROW",2024,6,0,6,5,0,0,0,2,0,1,1,0,0,0,"100","12","-7",34.8,NA,NA,NA,"London",99.7,5874.33333333333,45.3,5.1,19.13,4.2,12,7,65.2,0.159402198888862,4,0.277918934773207,NA,1,0,0,4,2,0,"3210362","15","27",0,0,0,0,0,0
"581","HARTLEPOOL",2014,0,0,3,12,0,12,0,0,0,1,2,0,2,0,"c","c","6",NA,"4779",21154,22.5914720620214,"North East",18.7,1024,NA,NA,12.73,5.3,NA,-6,NA,-0.225777192735259,5,NA,-0.255406376706345,NA,NA,NA,NA,NA,NA,"1397304",NA,NA,NA,NA,NA,NA,NA,NA
"582","HARTLEPOOL",2015,4,0,3,12,0,12,0,1,0,1,2,0,2,0,"c","c","7",0,"5254",21021,24.9940535654821,"North East",19.125,1024,97.2,12.3,12.95,3.9,NA,-7,100,-0.255406376706345,6,-0.225777192735259,-0.107260456850914,2,0,2,5,0,0,"1375390",NA,NA,1,0,0,0,0,1
"583","HARTLEPOOL",2016,4,0,0,12,0,12,0,1,0,0,2,0,2,0,"c","c","2",0,"5192",21046,24.669770977858,"North East",18.4975,1024,97.7,9.9,12.67,4.8,NA,-2,100,-0.107260456850914,5,-0.255406376706345,-0.166518824793086,2,0,2,6,1,0,"2124368",NA,NA,-1,0,0,0,0,0
"584","HARTLEPOOL",2017,4,0,0,12,0,12,0,1,0,0,2,0,2,0,"50","6","4",6.8,"6042",21123,28.6038914926857,"North East",19.85,1024,98.6,11,12.7,5.9,12,-4,93.2,-0.166518824793086,5,-0.107260456850914,-0.107260456850914,2,0,2,5,1,0,"3361470",NA,NA,0,0,0,0,0,0
"585","HARTLEPOOL",2018,6,0,0,12,0,12,0,2,0,0,2,0,2,0,"c","c","2",3.5,"5367",21031,25.5194712567163,"North East",20.8,1024,98.4,10.9,12.93,7,NA,-2,96.5,-0.107260456850914,6,-0.166518824793086,0.10014383094669,2,0,2,5,1,0,"3480307","3","9",1,0,0,0,0,1
"586","HARTLEPOOL",2019,6,0,0,14,0,12,0,2,0,0,3,0,2,0,"67","16","-5",1.7,"6310",21049,29.9776711482731,"North East",22.3473,1024,97.9,9.9,13.37,6.4,23.8805970149254,5,98.3,0.10014383094669,7,-0.107260456850914,0.159402198888862,2,0,2,6,2,0,"4494316","2","7",1,0,1,0,0,0
"587","HARTLEPOOL",2020,11,0,0,14,0,12,0,3,0,0,3,0,2,0,"69","20","-7",3.2,"5348",20832,25.6720430107527,"North East",21.4975,1024,97.8,8.1,13.94,9.3,28.9855072463768,7,96.8,0.159402198888862,8,0.10014383094669,0.10014383094669,3,0,2,7,2,0,"4814776","2","6",1,0,0,0,0,1
"588","HARTLEPOOL",2021,11,0,0,14,0,21,0,3,0,0,3,0,3,0,"66","21","-5",1.2,"5738",20856,27.5124664365171,"North East",23,1024,98.2,8.3,14.57,7.5,31.8181818181818,5,98.8,0.10014383094669,9,0.159402198888862,0.218660566831035,3,0,2,8,3,0,"5353735","c","c",1,0,0,1,0,0
"589","HARTLEPOOL",2022,11,0,0,16,0,12,0,3,0,0,3,0,2,0,"73","24","-9",3.6,"6837",21222,32.2165677127509,"North East",25.125,1024,97.5,7.3,15.31,5.1,32.8767123287671,9,96.4,0.218660566831035,8,0.10014383094669,0.218660566831035,3,0,3,9,3,0,"6784685","2","6",-1,0,0,-1,0,0
"590","HARTLEPOOL",2023,11,0,0,16,0,12,0,3,0,0,3,0,2,0,"58","21","-9",0.7,"6865",21562,31.8384194416102,"North East",27.5,1024,97.6,5.1,14.13,5.1,36.2068965517241,9,99.3,0.218660566831035,8,0.218660566831035,0.189031382859949,3,0,2,8,3,0,"9634068","c","c",0,0,0,0,0,0
"591","HARTLEPOOL",2024,11,0,0,16,0,12,0,3,0,0,3,0,2,0,"54","25","-8",2,NA,NA,NA,"North East",26.3046,1024,97.2,2.8,15.77,4.9,46.2962962962963,8,98,0.189031382859949,8,0.218660566831035,NA,3,0,2,8,3,0,"12614845","2","7",0,0,0,0,0,0
"592","HAVERING",2014,17,0,0,0,0,5,0,3,0,0,0,0,1,0,"c","c","0",NA,"7270",56451,12.8784255371915,"London",38.75,4334.33333333333,NA,NA,14.06,2.1,NA,0,NA,-0.0480020889087413,4,NA,0.129773014917776,NA,NA,NA,NA,NA,NA,"2326544",NA,NA,NA,NA,NA,NA,NA,NA
"593","HAVERING",2015,17,0,0,0,0,5,0,3,0,0,0,0,1,0,"c","c","-6",41,"7593",57364,13.236524649606,"London",41.9995,4334.33333333333,89.7,7.2,14.49,1.6,NA,6,59,0.129773014917776,4,-0.0480020889087413,0.33717730271538,0,0,1,4,3,0,"3030010",NA,NA,0,0,0,0,0,0
"594","HAVERING",2016,17,0,0,0,0,5,0,3,0,0,0,0,1,0,"c","c","-13",41,"7667",58592,13.0854041507373,"London",52,4334.33333333333,89.7,4.1,14.5,1.5,NA,13,59,0.33717730271538,4,0.129773014917776,0.277918934773207,0,0,1,4,3,0,"4269210",NA,NA,0,0,0,0,0,0
"595","HAVERING",2017,23,0,0,0,0,5,0,4,0,0,0,0,1,0,"c","c","-11",21.5,"8423",59316,14.2002157933778,"London",55,4334.33333333333,89.1,3.7,14.22,1.6,NA,11,78.5,0.277918934773207,5,0.33717730271538,0.129773014917776,0,0,1,4,3,0,"2462508",NA,NA,1,0,0,0,0,1
"596","HAVERING",2018,23,0,0,0,0,5,0,4,0,0,0,0,1,0,"c","c","-6",34,"7889",59907,13.1687448879096,"London",56.5,4334.33333333333,86.7,3.6,15.52,1.6,NA,6,66,0.129773014917776,5,0.277918934773207,0.129773014917776,0,0,1,5,4,0,"4378076","11","27",0,0,0,0,0,0
"597","HAVERING",2019,23,4,0,0,0,5,0,4,1,0,0,0,1,0,"c","c","-6",25,"9222",60722,15.1872467968776,"London",57,4334.33333333333,83.8,6.1,16.89,2.3,NA,6,75,0.129773014917776,6,0.129773014917776,0.218660566831035,0,0,1,5,4,0,"3401980","17","41",1,0,0,0,1,0
"598","HAVERING",2020,17,8,0,0,0,5,0,3,2,0,0,0,1,0,"c","c","-9",28.4,"8753",61184,14.3060277196653,"London",58.25,4334.33333333333,77.5,4.4,17.23,6.1,NA,9,71.6,0.218660566831035,6,0.129773014917776,0.129773014917776,0,0,1,6,4,1,"3668726","13","31",0,0,0,0,1,-1
"599","HAVERING",2021,22,19,0,0,0,5,0,4,4,0,0,0,1,0,"73","16","-6",29.1,"8489",61450,13.8144833197722,"London",61,4334.33333333333,73.8,3.8,15.82,5.5,21.9178082191781,6,70.9,0.129773014917776,9,0.218660566831035,0.277918934773207,0,0,1,6,3,2,"3702589","12","25",3,0,0,0,2,1
"600","HAVERING",2022,25,19,0,0,0,0,0,5,4,0,0,0,0,0,"c","c","-11",38,"9462",62930,15.0357540123947,"London",62,4334.33333333333,81.7,5.4,16.58,3.5,NA,11,62,0.277918934773207,9,0.129773014917776,0.218660566831035,0,0,1,9,4,4,"5862534","8","22",0,0,0,-1,0,1
"601","HAVERING",2023,20,19,3,0,0,0,0,4,4,0,0,0,0,0,"81","26","-9",27.8,"9973",64503,15.4612963738121,"London",64.5,4334.33333333333,78.5,1.9,20.72,3.8,32.0987654320988,9,72.2,0.218660566831035,8,0.277918934773207,0.129773014917776,0,0,0,9,5,4,"7863339","8","19",-1,0,0,0,0,-1
"602","HAVERING",2024,20,19,3,0,0,0,0,4,4,0,0,0,0,0,"c","c","-6",41.9,NA,NA,NA,"London",65,4334.33333333333,72.3,1.8,20.13,4.2,NA,6,58.1,0.129773014917776,8,0.218660566831035,NA,0,0,0,8,4,4,"12151734","5","14",0,0,0,0,0,0
"603","HEREFORDSHIRE",2014,0,0,14,0,0,59,0,0,0,3,0,0,13,0,"c","c","24",NA,"6045",37711,16.0298056270054,"West Midlands",25,1910.33333333333,NA,NA,10.07,1.2,NA,-24,NA,-0.759102504214811,16,NA,-0.699844136272638,NA,NA,NA,NA,NA,NA,"2946366",NA,NA,NA,NA,NA,NA,NA,NA
"604","HEREFORDSHIRE",2015,0,0,14,0,0,59,0,0,0,3,0,0,13,0,"c","c","22",37,"6308",37340,16.8934118907338,"West Midlands",27.875,1910.33333333333,99,3.4,10.31,0.8,NA,-22,63,-0.699844136272638,16,-0.759102504214811,-1.11465271186785,0,0,13,16,0,0,"2909110",NA,NA,0,0,0,0,0,0
"605","HEREFORDSHIRE",2016,2,0,6,15,0,59,0,1,0,2,0,0,13,0,"c","c","36",37,"6144",37063,16.5771793972425,"West Midlands",28.25,1910.33333333333,99.3,4.1,10.59,1.1,NA,-36,63,-1.11465271186785,16,-0.699844136272638,-0.966506792012414,0,0,13,16,0,0,"2887393",NA,NA,0,0,0,0,0,1
"606","HEREFORDSHIRE",2017,2,0,6,15,0,75,0,1,0,2,0,0,16,0,"c","c","31",14.3,"6952",36731,18.9267920829817,"West Midlands",28.75,1910.33333333333,98.4,4.9,10.58,1,NA,-31,85.7,-0.966506792012414,19,-1.11465271186785,-0.907248424070242,0,0,13,16,1,0,"3217201",NA,NA,3,0,0,3,0,0
"607","HEREFORDSHIRE",2018,2,0,0,0,0,79,0,1,0,0,0,0,17,0,"c","c","29",26.9,"6398",36536,17.5114955112765,"West Midlands",31,1910.33333333333,98.6,3.3,11.2,1,NA,-29,73.1,-0.907248424070242,18,-0.966506792012414,-0.818360872156983,0,0,16,19,1,0,"3194134","3","8",-1,0,0,1,0,0
"608","HEREFORDSHIRE",2019,2,0,0,0,0,80,0,1,0,0,0,0,17,0,"c","c","26",25.5,"7339",36124,20.3161333185694,"West Midlands",32.5,1910.33333333333,98.5,2.3,12.11,1.7,NA,-26,74.5,-0.818360872156983,18,-0.907248424070242,-0.522069032446121,0,0,17,18,1,0,"2828786","2","6",0,0,0,0,0,0
"609","HEREFORDSHIRE",2020,2,0,0,0,0,79,0,1,0,0,0,0,17,0,"c","c","16",24.8,"6359",35762,17.7814439908283,"West Midlands",33,1910.33333333333,98.7,2.3,11.9,4.4,NA,-16,75.2,-0.522069032446121,18,-0.818360872156983,-0.551698216417207,0,0,17,18,1,0,"6715111","2","6",0,0,0,0,0,0
"610","HEREFORDSHIRE",2021,5,4,0,0,0,79,0,2,1,0,0,0,17,0,"84","32","17",19,"6458",35678,18.1007904030495,"West Midlands",35,1910.33333333333,98.9,3.6,12.65,3.6,38.0952380952381,-17,81,-0.551698216417207,20,-0.522069032446121,-0.581327400388293,0,0,17,18,1,0,"9653966","c","c",2,0,0,0,1,1
"611","HEREFORDSHIRE",2022,5,4,3,0,0,79,0,2,1,0,0,0,17,0,"74","31","18",54,"7247",35924,20.1731433025276,"West Midlands",37.5,1910.33333333333,98.8,3.1,12.9,2.4,41.8918918918919,-18,46,-0.581327400388293,20,-0.551698216417207,-0.403552296561776,0,0,17,20,2,1,"10465648","4","14",0,0,0,0,0,0
"612","HEREFORDSHIRE",2023,5,4,7,0,0,72,0,2,1,0,0,0,16,0,"70","30","12",62.4,"7848",36034,21.7794305378254,"West Midlands",43,1910.33333333333,98,2,14.25,2.4,42.8571428571429,-12,37.6,-0.403552296561776,19,-0.581327400388293,-0.670214952301552,0,0,17,20,2,1,"13534098","10","42",-1,0,0,-1,0,0
"613","HEREFORDSHIRE",2024,5,4,7,0,0,72,0,2,1,0,0,0,16,0,"66","25","21",46.2,NA,NA,NA,"West Midlands",42,1910.33333333333,96.8,1.1,15.5,2.7,37.8787878787879,-21,53.8,-0.670214952301552,19,-0.403552296561776,NA,0,0,16,19,2,1,"12503712","10","38",0,0,0,0,0,0
"614","HERTFORDSHIRE",2014,0,4,7,32,22,4,0,0,1,0,6,4,1,0,"77","75","-65",NA,"28381",274484,10.3397647950336,"East of England",50,4834.36666666667,NA,NA,14.11,1.5,97.4025974025974,65,NA,1.87789486921186,12,NA,1.7890073172986,NA,NA,NA,NA,NA,NA,"15855580",NA,NA,NA,NA,NA,NA,NA,NA
"615","HERTFORDSHIRE",2015,0,4,3,32,80,12,0,0,1,0,6,4,3,0,"75","68","-62",12,"29226",276677,10.5632199279304,"East of England",57.5,4834.36666666667,89.1,4.3,13.88,1.1,90.6666666666667,62,88,1.7890073172986,14,1.87789486921186,1.31494037376123,6,4,1,12,0,1,"16276800",NA,NA,2,0,0,2,0,0
"616","HERTFORDSHIRE",2016,0,4,0,32,80,12,0,0,1,0,6,4,3,0,"68","56","-46",12,"28911",279075,10.3595807578608,"East of England",62,4834.36666666667,89.2,3.3,14.37,1,82.3529411764706,46,88,1.31494037376123,14,1.7890073172986,1.19642363787688,6,4,3,14,0,1,"15335827",NA,NA,0,0,0,0,0,0
"617","HERTFORDSHIRE",2017,0,4,0,32,77,12,0,0,1,0,6,3,3,0,"66","58","-42",6.3,"32753",280377,11.6817713293173,"East of England",67,4834.36666666667,89.5,3.9,15.04,1.1,87.8787878787879,42,93.7,1.19642363787688,13,1.31494037376123,1.19642363787688,6,4,3,14,0,1,"17733254",NA,NA,-1,-1,0,0,0,0
"618","HERTFORDSHIRE",2018,2,4,0,32,135,12,0,1,1,0,6,4,3,0,"69","59","-42",6.6,"30539",281043,10.8663087143249,"East of England",68.05,4834.36666666667,88.5,3.1,15.33,1.3,85.5072463768116,42,93.4,1.19642363787688,15,1.19642363787688,1.49271547758774,6,3,3,13,0,1,"18208144","9","84",2,1,0,0,0,1
"619","HERTFORDSHIRE",2019,4,4,0,32,82,12,0,2,1,0,6,5,3,0,"71","70","-52",4.4,"35661",281933,12.6487498802907,"East of England",69.5,4834.36666666667,88.9,3.4,15.66,1.7,98.5915492957747,52,95.6,1.49271547758774,17,1.19642363787688,1.46308629361666,6,4,3,15,1,1,"21920440","11","102",2,1,0,0,0,1
"620","HERTFORDSHIRE",2020,8,6,0,32,82,12,0,3,2,0,6,5,3,0,"68","65","-51",4.7,"32770",282580,11.5967159742374,"East of England",69,4834.36666666667,88.3,3.8,15.66,4.8,95.5882352941177,51,95.3,1.46308629361666,19,1.49271547758774,1.67049058141426,6,5,3,17,2,1,"23773558","9","88",2,0,0,0,1,1
